N,P,K,temperature,humidity,pH,rainfall,Total_NPK,Avg_NPK,NPK_Ratio,N_P_ratio,P_K_ratio,Temp_Humidity,Rainfall_Temp,pH_rainfall,N_rainfall,K_humidity,cat_Cash Crops,cat_Cereals & Grains,cat_Fiber Crops,cat_Fodder Crops,cat_Fruits,cat_Oilseeds,cat_Plantation Crops,cat_Pulses & Legumes,cat_Spices & Herbs,cat_Vegetables,label_encoded
98.91,76.37,106.36,25.94,70.55,6.35,85.87,281.64,93.88,0.5383443095847167,1.2784024815820083,0.7113450074515649,1830.067,3.1874536005939125,545.2745,8493.4017,7503.697999999999,0,0,0,0,0,0,0,0,0,1,141
59.84,39.34,33.59,20.96,56.57,6.32,83.36,132.77,44.25666666666667,0.8094143108345733,1.4833911750123947,1.1373229257010697,1185.7072,3.7959927140255005,526.8352,4988.2624000000005,1900.1863000000003,0,0,0,0,0,0,0,0,1,0,42
67.76,30.04,41.5,32.59,51.13,6.28,43.75,139.3,46.43333333333334,0.9341053212020956,2.1829896907216497,0.7068235294117647,1666.3267000000003,1.302470973504019,274.75,2964.5,2121.895,0,1,0,0,0,0,0,0,0,0,126
48.61,28.29,65.26,36.91,55.36,6.32,59.88,142.16000000000003,47.38666666666668,0.5141195134849286,1.6596107886650735,0.4269544219740416,2043.3375999999998,1.5795304668952785,378.44160000000005,2910.7668,3612.7936000000004,0,0,0,0,1,0,0,0,0,0,55
70.11,51.65,93.26,15.35,56.75,6.33,55.64,215.01999999999998,71.67333333333333,0.48050167911726405,1.3316239316239316,0.5479524718862719,871.1125,3.403058103975535,352.20120000000003,3900.9204,5292.505,0,0,0,0,0,0,0,0,0,1,26
37.54,53.19,63.56,27.83,67.84,6.67,97.46,154.29,51.43,0.31881104033970276,0.6927477394353202,0.8238847583643122,1887.9872,3.380506416926812,650.0581999999999,3658.6483999999996,4311.910400000001,0,0,0,0,0,0,0,1,0,0,127
75.88,41.84,103.61,27.89,78.93,5.92,159.13,221.32999999999998,73.77666666666666,0.5181290542847389,1.7712418300653592,0.399961762737788,2201.3577,5.508134302526826,942.0495999999999,12074.784399999999,8177.9373000000005,0,0,0,0,0,0,0,0,0,1,41
57.39,50.46,81.24,26.6,64.14,6.63,112.82,189.08999999999997,63.029999999999994,0.4324792765636775,1.115235134084726,0.6135700389105059,1706.124,4.087681159420289,747.9966,6474.739799999999,5210.7336,0,0,0,0,1,0,0,0,0,0,80
77.22,40.52,35.84,21.94,92.52,5.49,174.0525,153.58,51.193333333333335,0.9981902792140639,1.8598265895953756,1.0998914223669924,2029.8888,7.58729293809939,955.5482250000001,13440.334050000001,3315.9168,1,0,0,0,0,0,0,0,0,0,138
72.57,49.05,92.91,20.08,82.33,6.27,138.05,214.52999999999997,71.50999999999999,0.5076245103525462,1.44995004995005,0.5223085933340432,1653.1863999999998,6.548861480075902,865.5735,10018.2885,7649.280299999999,0,0,0,0,1,0,0,0,0,0,102
78.69,46.59,60.53,30.06,68.39,6.57,100.19,185.81,61.93666666666667,0.7278024417314095,1.6534986341668416,0.757191613846904,2055.8034,3.225692208628461,658.2483,7883.951099999999,4139.6467,0,0,0,0,1,0,0,0,0,0,88
79.01,49.32,94.28,23.6,59.13,6.33,121.86,222.61,74.20333333333333,0.5464038727524205,1.5701510333863276,0.517632241813602,1395.468,4.953658536585365,771.3738,9628.1586,5574.776400000001,0,0,0,0,1,0,0,0,0,0,60
26.82,43.23,45.26,22.28,64.41,6.24,65.88,115.31,38.43666666666667,0.2996982903117667,0.6063757630567489,0.9345006485084306,1435.0548,2.8298969072164946,411.09119999999996,1766.9016,2915.1965999999998,0,0,0,0,0,0,0,1,0,0,75
68.05,52.54,78.46,24.5,78.59,6.55,142.88,199.05,66.35000000000001,0.515530303030303,1.271012327231976,0.6612131890259251,1925.4550000000002,5.60313725490196,935.8639999999999,9722.983999999999,6166.1714,1,0,0,0,0,0,0,0,0,0,58
92.15,63.68,57.73,23.63,63.37,6.98,81.06,213.56,71.18666666666667,0.7527979740217303,1.4247062461348174,1.0842840115784098,1497.4331,3.2911084043848966,565.7988,7469.679000000001,3658.3500999999997,0,0,1,0,0,0,0,0,0,0,64
54.57,38.92,37.7,18.91,44.8,6.87,63.68,131.19,43.73,0.7030404534913681,1.3669839679358717,1.0056847545219638,847.168,3.198392767453541,437.4816,3475.0176,1688.96,0,0,1,0,0,0,0,0,0,0,56
60.93,38.23,38.01,22.73,59.36,6.66,63.87,137.17,45.72333333333333,0.7888399792853444,1.5531481009431558,0.9800051268905409,1349.2528,2.691529709228824,425.3742,3891.5991,2256.2736,0,0,0,0,0,0,0,0,1,0,42
85.64,52.92,80.19,28.17,73.19,6.67,70.67,218.75,72.91666666666667,0.6385802699276713,1.5882789317507418,0.6518044094100259,2061.7623,2.422694549194378,471.3689,6052.178800000001,5869.1061,0,0,0,0,0,0,0,0,0,1,45
68.67,39.3,71.0,15.17,61.37,6.54,72.05,178.97,59.656666666666666,0.6169811320754718,1.7039702233250622,0.5458333333333333,930.9829,4.4557823129251695,471.207,4947.6735,4357.2699999999995,0,0,0,0,0,0,0,0,0,1,50
63.38,40.75,73.02,16.05,66.94,6.74,44.29,177.14999999999998,59.04999999999999,0.5522349045917924,1.5180838323353294,0.5505268846257768,1074.387,2.5976539589442815,298.51460000000003,2807.1002,4887.958799999999,0,0,0,0,0,0,0,0,0,1,144
94.89,55.44,85.25,10.93,63.21,6.95,45.37,235.57999999999998,78.52666666666666,0.6697014609358459,1.6812544294826366,0.6427826086956522,690.8853,3.8030176026823135,315.3215,4305.159299999999,5388.6525,0,0,0,0,0,0,0,0,0,1,67
90.73,49.93,79.46,12.75,71.16,6.53,55.5,220.12,73.37333333333333,0.6958355702124397,1.781464755546829,0.6205567984091475,907.29,4.036363636363636,362.415,5035.515,5654.373599999999,0,0,0,0,0,0,0,0,1,0,30
54.87,41.82,36.91,26.45,66.58,6.39,94.35,133.6,44.53333333333333,0.6881976671265522,1.2814105558150397,1.1031390134529149,1761.041,3.4371584699453552,602.8965,5176.9845,2457.4678,0,0,0,0,0,0,1,0,0,0,27
85.04,50.36,60.32,18.32,63.14,7.01,61.77,195.72,65.24,0.7614613180515759,1.6557632398753896,0.8212654924983692,1156.7248,3.1972049689440993,433.0077,5252.920800000001,3808.6048,0,0,0,0,0,0,0,0,0,1,128
81.76,57.35,76.88,23.69,78.5,6.01,147.24,215.99,71.99666666666667,0.6045995711010871,1.4011996572407883,0.7363893168977915,1859.6650000000002,5.9635479951397325,884.9124,12038.342400000001,6035.08,1,0,0,0,0,0,0,0,0,0,143
33.21,44.44,50.47,20.82,54.7,6.69,63.47,128.12,42.70666666666667,0.34626212073819207,0.7308538732394366,0.8634155818923644,1138.854,2.9087992667277724,424.6143,2107.8387,2760.7090000000003,0,0,0,0,0,0,0,1,0,0,33
27.7,47.53,61.06,16.31,66.17,7.729999999999999,54.54,136.29000000000002,45.43000000000001,0.25276028834747694,0.5707809602307851,0.7658717370286819,1079.2327,3.150779896013865,421.59419999999994,1510.758,4040.3402,0,0,0,1,0,0,0,0,0,0,13
52.72,38.68,95.05,22.76,60.87,6.8,94.06,186.45,62.15,0.3913011207600386,1.3286290322580645,0.40270692347735554,1385.4012,3.9587542087542085,639.608,4958.8432,5785.693499999999,0,0,0,0,1,0,0,0,0,0,72
66.7,44.45,85.39,23.36,77.84,6.32,174.0525,196.54000000000002,65.51333333333334,0.5097829409966371,1.4675467546754675,0.5145271443454104,1818.3424,7.145012315270937,1100.0118,11609.30175,6646.7576,0,0,0,0,1,0,0,0,0,0,82
68.97,52.82,74.15,21.62,75.84,6.52,146.1,195.94,65.31333333333333,0.5389544424474486,1.2814938684503903,0.7028609447771124,1639.6608,6.458885941644562,952.5719999999999,10076.517,5623.536000000001,0,0,0,0,1,0,0,0,0,0,102
68.94,56.52,96.79,13.31,56.81,6.67,63.2,222.25,74.08333333333333,0.44676300952627823,1.198539638386648,0.5779732078944677,756.1411,4.416491963661775,421.54400000000004,4357.008,5498.6399,0,0,0,0,0,0,0,0,0,1,26
83.83,50.18,57.07,22.23,66.01,7.03,63.74,191.07999999999998,63.69333333333333,0.7744110854503464,1.6379445095740524,0.8641294988806613,1467.4023000000002,2.743865690916918,448.09220000000005,5343.3242,3767.1907,0,0,0,0,0,0,0,0,0,1,149
67.36,49.53,110.32,28.42,82.85,6.08,174.0525,227.20999999999998,75.73666666666666,0.4187752564501088,1.3330694636849396,0.4449335249730507,2354.5969999999998,5.916128484024473,1058.2392,11724.1764,9140.011999999999,0,0,0,0,0,0,1,0,0,0,5
71.78,43.04,124.57,32.03,83.35,6.84,161.83,239.39,79.79666666666667,0.42571614969456145,1.6298819255222525,0.34275702795253643,2669.7005,4.8994853163790495,1106.9172,11616.157400000002,10382.909499999998,0,0,0,0,1,0,0,0,0,0,39
52.56,29.03,36.33,20.6,53.73,7.66,52.14,117.92,39.306666666666665,0.7920433996383364,1.7502497502497503,0.7776587195285294,1106.838,2.4138888888888888,399.3924,2740.4784,1952.0108999999998,0,0,0,0,0,0,0,0,1,0,52
123.91,63.28,137.375,29.27,84.9,6.09,167.16,324.565,108.18833333333333,0.6144652996454341,1.9276602364654636,0.45730803974706413,2485.023,5.522299306243806,1018.0043999999999,20712.795599999998,11663.1375,0,0,0,0,0,0,1,0,0,0,95
72.23,46.66,82.57,15.47,62.56,6.22,115.51,201.45999999999998,67.15333333333332,0.5546341088842818,1.5155266470835085,0.558334330501376,967.8032000000001,7.013357619914998,718.4722,8343.2873,5165.5792,0,0,0,0,1,0,0,0,0,0,3
64.16,42.82,66.63,26.93,83.96,6.09,174.0525,173.60999999999999,57.87,0.5808963331824355,1.4641716111364673,0.6331509685051013,2261.0427999999997,6.231740064446832,1059.9797250000001,11167.2084,5594.254799999999,1,0,0,0,0,0,0,0,0,0,16
29.22,55.8,62.07,17.2,70.8,7.729999999999999,59.61,147.09,49.03,0.24581475561537813,0.5144366197183099,0.8847312509909624,1217.76,3.275274725274725,460.7852999999999,1741.8041999999998,4394.556,0,0,0,1,0,0,0,0,0,0,13
63.66,43.17,40.87,21.15,51.91,6.95,72.74,147.7,49.23333333333333,0.7485888993414864,1.4412497170024903,1.0310484834010032,1097.8964999999998,3.2839729119638825,505.54299999999995,4630.6284,2121.5616999999997,0,0,0,0,0,1,0,0,0,0,123
64.89,45.51,93.81,16.02,67.68,6.65,62.21,204.21,68.07000000000001,0.4624429874572406,1.3951838314341003,0.4800126568927328,1084.2336,3.655111633372503,413.6965,4036.8069,6349.060800000001,0,0,0,0,0,0,0,0,0,1,101
88.27,53.38,70.5,28.8,65.53,7.01,72.29,212.15,70.71666666666667,0.7068385650224215,1.6232070614196394,0.7465734265734266,1887.2640000000001,2.425838926174497,506.7529,6381.0383,4619.865,0,0,0,0,0,0,0,0,0,1,96
54.92,44.36,61.96,30.71,72.88,6.43,88.64,161.24,53.74666666666667,0.5117405888930302,1.210758377425044,0.704574332909784,2238.1448,2.7953327026174706,569.9552,4868.1088,4515.6448,0,0,0,0,0,0,0,0,0,1,14
86.52,43.38,74.62,18.74,63.35,6.31,79.87,204.52,68.17333333333333,0.7270588235294118,1.949526813880126,0.573657762496694,1187.1789999999999,4.046099290780142,503.9797,6910.3524,4727.177000000001,0,0,0,0,0,0,0,0,0,1,135
26.77,45.01,58.26,15.52,69.86,7.729999999999999,69.19,130.04,43.346666666666664,0.2567373165819507,0.5818300369484894,0.7595342558218022,1084.2272,4.188256658595642,534.8386999999999,1852.2162999999998,4070.0436,0,0,0,1,0,0,0,0,0,0,13
61.9,39.34,80.18,10.02,71.19,5.91,85.96,181.42000000000002,60.473333333333336,0.5136076999668104,1.5344571145265244,0.4846021187484602,713.3237999999999,7.800362976406533,508.0236,5320.923999999999,5708.0142000000005,0,0,0,0,1,0,0,0,0,0,117
59.41,32.78,34.91,23.74,59.0,6.72,74.83,127.1,42.36666666666667,0.8649002766050371,1.7587329780935463,0.9128376496797551,1400.6599999999999,3.024656426839127,502.8576,4445.650299999999,2059.6899999999996,0,0,0,0,0,0,0,0,1,0,42
117.87,76.89000000000001,120.72,15.95,72.32,5.72,88.8,315.48,105.16000000000001,0.5934746488092241,1.5132879702144046,0.6316956950377918,1153.504,5.238938053097345,507.936,10466.856,8730.470399999998,0,0,0,0,0,0,0,0,0,1,112
60.8,32.89,36.33,35.29,46.11,6.48,45.5,130.01999999999998,43.339999999999996,0.8658501851324408,1.7940395396872233,0.8810608090008037,1627.2219,1.2537889225682006,294.84000000000003,2766.4,1675.1762999999999,0,1,0,0,0,0,0,0,0,0,83
30.57,29.69,41.6,34.72,53.05,7.72,40.47,101.86000000000001,33.95333333333334,0.4228800663992253,0.9960899315738025,0.6969483568075118,1841.8959999999997,1.1329787234042554,312.42839999999995,1237.1679,2206.88,0,0,0,0,0,0,0,0,0,1,37
98.25,61.49,60.28,25.9,52.88,6.61,69.8,220.02,73.34,0.8002769406206728,1.5722515602496399,1.0034268929503916,1369.592,2.5947955390334574,461.378,6857.849999999999,3187.6064,1,0,0,0,0,0,0,0,0,0,43
68.61,45.59,74.45,11.96,66.18,7.06,139.34,188.65,62.88333333333333,0.5668374091209517,1.472633612363168,0.6042412193505633,791.5128000000001,10.751543209876543,983.7404,9560.117400000001,4927.101000000001,0,0,0,0,1,0,0,0,0,0,105
64.81,48.67,68.81,26.59,81.55,6.35,134.9,182.29000000000002,60.76333333333334,0.5470121539500338,1.304811757600161,0.6971780547199542,2168.4145,4.889452700253715,856.615,8742.869,5611.4555,0,0,0,0,1,0,0,0,0,0,65
59.32,47.35,53.31,24.46,54.15,7.05,66.32,159.98000000000002,53.326666666666675,0.5835136730277396,1.2268872802481903,0.871846805376542,1324.509,2.6048703849175174,467.5559999999999,3934.1023999999998,2886.7365,0,0,0,0,1,0,0,0,0,0,111
79.08,49.5,74.19,25.27,56.25,6.3,62.95,202.76999999999998,67.58999999999999,0.6342128478626995,1.565940594059406,0.6583322250299242,1421.4375,2.3962695089455655,396.585,4978.086,4173.1875,1,0,0,0,0,0,0,0,0,0,140
74.46,46.04,89.63,16.8,58.86,6.46,128.53,210.13,70.04333333333334,0.5448159800980464,1.582908163265306,0.5079995586450403,988.8480000000001,7.2207865168539325,830.3038,9570.343799999999,5275.6218,0,0,0,0,1,0,0,0,0,0,3
74.14,46.89,69.69,29.81,62.51,6.94,94.36,190.72,63.57333333333333,0.6305494131655044,1.5481311338484025,0.6633187155184609,1863.4230999999997,3.06264199935086,654.8584000000001,6995.8504,4356.3219,0,0,0,0,1,0,0,0,0,0,88
62.29,44.09,68.82,30.14,77.88,6.61,76.0,175.2,58.4,0.5468352207883417,1.381459303614992,0.6314809510169007,2347.3032,2.4405908798972384,502.36,4734.04,5359.701599999999,0,0,0,0,0,0,0,0,0,1,14
71.28,54.15,108.07,15.68,73.66,6.94,108.86,233.5,77.83333333333333,0.4367111873544909,1.2924750679963737,0.4964701567800495,1154.9887999999999,6.526378896882494,755.4884000000001,7759.5408,7960.436199999999,0,0,0,0,1,0,0,0,0,0,69
76.7,45.4,83.52,22.35,68.87,6.68,159.06,205.62,68.54,0.5903633004926109,1.6530172413793105,0.5371509701845717,1539.2445000000002,6.811991434689507,1062.5208,12199.902,5752.0224,0,0,0,0,1,0,0,0,0,0,102
98.48,49.76,74.86,13.9,71.67,6.44,79.09,223.10000000000002,74.36666666666667,0.7839516000636841,1.9401103230890466,0.6559451621407857,996.2130000000001,5.308053691275168,509.3396000000001,7788.783200000001,5365.2162,0,0,0,0,0,0,0,0,1,0,30
73.78,50.88,73.26,11.97,63.46,6.54,76.14,197.92000000000002,65.97333333333334,0.589579670768739,1.4221279876638395,0.685160247778077,759.6162,5.870470316114109,497.9556,5617.6092,4649.0796,0,0,0,0,1,0,0,0,0,0,103
75.84,39.66,45.41,21.7,90.37,5.49,174.0525,160.91,53.63666666666666,0.8811432554897178,1.8652238071815055,0.8545572074983839,1961.029,7.66751101321586,955.5482250000001,13200.1416,4103.7017,1,0,0,0,0,0,0,0,0,0,138
81.79,43.58,40.94,9.7,60.43,6.13,72.93,166.31,55.43666666666667,0.9563844714686625,1.834679228353522,1.039103481163567,586.1709999999999,6.81588785046729,447.06090000000006,5964.944700000001,2474.0042,0,1,0,0,0,0,0,0,0,0,94
79.85,32.15,84.7,21.79,77.65,6.32,128.34,196.7,65.56666666666666,0.6775562155282138,2.4087481146304675,0.37514585764294045,1691.9935,5.631417288284336,811.1088000000001,10247.948999999999,6576.955000000001,1,0,0,0,0,0,0,0,0,0,40
76.65,50.58,55.52,16.97,60.11,6.93,55.41,182.75,60.916666666666664,0.715686274509804,1.4860411012020165,0.894904458598726,1020.0667,3.0834724540901504,383.99129999999997,4247.1765000000005,3337.3072,0,0,0,0,0,0,0,0,0,1,128
42.45,35.87,38.09,22.75,58.51,7.18,66.94,116.41,38.803333333333335,0.5663020277481323,1.1513425549227014,0.9176259913021232,1331.1025,2.8185263157894735,480.62919999999997,2841.603,2228.6459,0,0,0,0,0,0,0,0,1,0,52
69.78,47.14,88.49,27.31,65.81,6.15,118.71,205.41,68.47,0.5107223889336163,1.449522226838388,0.5267627667895854,1797.2711,4.193217944189333,730.0665,8283.5838,5823.5269,0,0,0,0,1,0,0,0,0,0,78
75.17,47.38,55.16,12.45,58.14,7.52,88.08,177.71,59.23666666666667,0.7259996136758742,1.5537412153782555,0.8436609686609687,723.843,6.548698884758364,662.3616,6620.9736,3207.0024,0,0,0,0,1,0,0,0,0,0,32
48.83,33.51,57.14,30.6,56.66,6.96,64.38,139.48000000000002,46.49333333333334,0.5327877795962902,1.4149521877716604,0.5763673890608875,1733.796,2.0373417721518985,448.0848,3143.6753999999996,3237.5524,0,0,0,0,1,0,0,0,0,0,55
50.71,39.75,63.26,26.78,80.81,6.4,174.0525,153.72,51.24,0.4875492741082589,1.2444171779141104,0.6185807656395893,2164.0918,6.265388768898489,1113.9360000000001,8826.202275000001,5112.0406,1,0,0,0,0,0,0,0,0,0,16
114.16,49.95,86.38,15.69,60.09,7.08,68.97,250.49,83.49666666666667,0.8312823126774922,2.24062806673209,0.5716411078049898,942.8121,4.132414619532655,488.3076,7873.615199999999,5190.5742,0,0,0,0,0,0,0,0,0,1,6
100.82,54.77,79.38,14.19,76.73,6.75,54.7,234.97,78.32333333333334,0.7459859415464298,1.8077819616281152,0.6813884050758896,1088.7987,3.601053324555629,369.225,5514.854,6090.8274,0,0,0,0,0,0,0,0,1,0,30
92.12,61.13,73.21,21.12,63.98,5.76,91.48,226.45999999999998,75.48666666666666,0.680656125314024,1.4826975696121036,0.8237434308044739,1351.2576,4.135623869801085,526.9248,8427.1376,4683.975799999999,0,0,0,0,0,0,0,0,0,1,19
67.2,57.84,72.25,9.69,55.64,7.04,121.68,197.29000000000002,65.76333333333334,0.512624914181097,1.142080217539089,0.7896245733788396,539.1516,11.382600561272218,856.6272,8176.896000000001,4019.9900000000002,0,0,0,0,1,0,0,0,0,0,105
25.22,47.68,41.68,13.17,49.15,6.38,51.63,114.58000000000001,38.193333333333335,0.27910579902611776,0.5180772391125719,1.1171508903467666,647.3054999999999,3.6436132674664785,329.3994,1302.1086,2048.572,0,0,0,0,0,0,0,1,0,0,54
36.53,34.48,31.61,20.05,45.32,7.729999999999999,39.38,102.61999999999999,34.20666666666666,0.5444924727977344,1.0295941375422775,1.0573443728917509,908.666,1.8707838479809977,304.40739999999994,1438.5514,1432.5652,0,0,0,0,0,0,0,0,1,0,46
117.27,42.84,77.76,26.59,70.59,5.61,121.23,237.87,79.29,0.964391447368421,2.6749543795620436,0.5439309294057898,1876.9881,4.3939833272924975,680.1003000000001,14216.6421,5489.0784,0,0,0,1,0,0,0,0,0,0,90
113.38,39.92,75.13,30.8,71.64,6.76,110.71,228.43,76.14333333333333,0.9769926755708747,2.7707722385141738,0.524366215683699,2206.512,3.4814465408805026,748.3996,12552.299799999999,5382.3132,0,0,0,1,0,0,0,0,0,0,90
79.0,43.88,103.0,29.7,79.28,6.65,158.32,225.88,75.29333333333334,0.5342169326480931,1.7602495543672014,0.42192307692307696,2354.616,5.157003257328991,1052.828,12507.279999999999,8165.84,0,0,0,0,0,0,0,0,0,1,137
